"id","labels","properties"
"88684749-96c8-5bd1-af73-4e72066b48c2","Chunk","{""chunk_order_number"": 1106, ""name"": ""Chunk 1106"", ""description"": ""Text segment from chapter"", ""chapter"": ""CHAPTER XXV."", ""chunk"": ""And so he went a-mooning on and on, liking to hear himself talk, and\\nevery little while he fetched in his funeral orgies again, till the\\nduke he couldn\u2019t stand it no more; so he writes on a little scrap of\\npaper, \u201c_obsequies_, you old fool,\u201d and folds it up, and goes to\\ngoo-gooing and reaching it over people\u2019s heads to him. The king he\\nreads it and puts it in his pocket, and says:"", ""author"": ""Mark Twain"", ""book"": ""ADVENTURES OF HUCKLEBERRY FINN"", ""chunk_index"": 0, ""timestamp"": ""2024-10-26T10:00:00Z""}"
"477cf251-5f4c-57cf-a69c-41cabe52d446","Intangible","{""name"": ""funeral orgies"", ""description"": ""Repetitive speech topic."", ""chapter"": ""CHAPTER XXV."", ""chunk"": ""And so he went a-mooning on and on, liking to hear himself talk, and\\nevery little while he fetched in his funeral orgies again, till the\\nduke he couldn\u2019t stand it no more; so he writes on a little scrap of\\npaper, \u201c_obsequies_, you old fool,\u201d and folds it up, and goes to\\ngoo-gooing and reaching it over people\u2019s heads to him. The king he\\nreads it and puts it in his pocket, and says:"", ""chunk_order_number"": 1106, ""author"": ""Mark Twain"", ""book"": ""ADVENTURES OF HUCKLEBERRY FINN"", ""chunk_index"": 0, ""timestamp"": ""2024-10-26T10:00:00Z""}"
"7357db7c-00a4-53de-a810-6f5d24ab9525","Object","{""name"": ""scrap of paper"", ""description"": ""A written note."", ""chapter"": ""CHAPTER XXV."", ""chunk"": ""And so he went a-mooning on and on, liking to hear himself talk, and\\nevery little while he fetched in his funeral orgies again, till the\\nduke he couldn\u2019t stand it no more; so he writes on a little scrap of\\npaper, \u201c_obsequies_, you old fool,\u201d and folds it up, and goes to\\ngoo-gooing and reaching it over people\u2019s heads to him. The king he\\nreads it and puts it in his pocket, and says:"", ""chunk_order_number"": 1106, ""author"": ""Mark Twain"", ""book"": ""ADVENTURES OF HUCKLEBERRY FINN"", ""chunk_index"": 0, ""timestamp"": ""2024-10-26T10:00:00Z""}"
"cd813b16-9f5c-5251-8586-7c9124575a16","Chunk","{""chunk_order_number"": 1107, ""name"": ""Chunk 1107"", ""description"": ""Text passage"", ""chapter"": ""CHAPTER XXV."", ""chunk"": ""\u201cPoor William, afflicted as he is, his _heart\u2019s_ aluz right. Asks me to\\ninvite everybody to come to the funeral\u2014wants me to make \u2019em all\\nwelcome. But he needn\u2019t a worried\u2014it was jest what I was at.\u201d"", ""author"": ""Mark Twain"", ""book"": ""ADVENTURES OF HUCKLEBERRY FINN"", ""chunk_index"": 0, ""timestamp"": ""2025-06-01T16:38:43Z""}"
"424ad2fd-904e-56e2-87db-7f988898b48e","Chunk","{""order_number"": 1108, ""name"": ""Chunk 1108"", ""description"": ""Text passage from CHAPTER XXV."", ""chapter"": ""CHAPTER XXV."", ""chunk"": ""Then he weaves along again, perfectly ca\u2019m, and goes to dropping in his\\nfuneral orgies again every now and then, just like he done before. And\\nwhen he done it the third time he says:"", ""chunk_order_number"": 1108, ""author"": ""Mark Twain"", ""book"": ""ADVENTURES OF HUCKLEBERRY FINN"", ""chunk_index"": 0, ""timestamp"": ""2025-06-01T16:38:43Z""}"
"b9c2aa8b-bd71-52aa-b4d7-c3fb6defa5a4","Event","{""name"": ""weaves along"", ""description"": ""Action described in the chunk"", ""chapter"": ""CHAPTER XXV."", ""chunk"": ""Then he weaves along again, perfectly ca\u2019m, and goes to dropping in his\\nfuneral orgies again every now and then, just like he done before. And\\nwhen he done it the third time he says:"", ""chunk_order_number"": 1108, ""author"": ""Mark Twain"", ""book"": ""ADVENTURES OF HUCKLEBERRY FINN"", ""chunk_index"": 0, ""timestamp"": ""2025-06-01T16:38:43Z""}"
"bf8a8961-96ab-5c51-a4e6-b1db9436e9f4","Event","{""name"": ""goes to dropping in his funeral orgies again"", ""description"": ""Action described in the chunk"", ""chapter"": ""CHAPTER XXV."", ""chunk"": ""Then he weaves along again, perfectly ca\u2019m, and goes to dropping in his\\nfuneral orgies again every now and then, just like he done before. And\\nwhen he done it the third time he says:"", ""chunk_order_number"": 1108, ""author"": ""Mark Twain"", ""book"": ""ADVENTURES OF HUCKLEBERRY FINN"", ""chunk_index"": 0, ""timestamp"": ""2025-06-01T16:38:43Z""}"
"eef65e5e-5238-544b-a8c1-9ced37fcc414","Event","{""name"": ""done it the third time"", ""description"": ""Action described in the chunk"", ""chapter"": ""CHAPTER XXV."", ""chunk"": ""Then he weaves along again, perfectly ca\u2019m, and goes to dropping in his\\nfuneral orgies again every now and then, just like he done before. And\\nwhen he done it the third time he says:"", ""chunk_order_number"": 1108, ""author"": ""Mark Twain"", ""book"": ""ADVENTURES OF HUCKLEBERRY FINN"", ""chunk_index"": 0, ""timestamp"": ""2025-06-01T16:38:43Z""}"
"1a1599c8-b52d-5eff-a586-7b4811eee2da","Event","{""name"": ""says"", ""description"": ""Action described in the chunk"", ""chapter"": ""CHAPTER XXV."", ""chunk"": ""Then he weaves along again, perfectly ca\u2019m, and goes to dropping in his\\nfuneral orgies again every now and then, just like he done before. And\\nwhen he done it the third time he says:"", ""chunk_order_number"": 1108, ""author"": ""Mark Twain"", ""book"": ""ADVENTURES OF HUCKLEBERRY FINN"", ""chunk_index"": 0, ""timestamp"": ""2025-06-01T16:38:43Z""}"
"91fe22d6-040e-5ed6-a2f8-8d657c034cb5","Object","{""name"": ""funeral orgies"", ""description"": ""Object mentioned in the chunk"", ""chapter"": ""CHAPTER XXV."", ""chunk"": ""Then he weaves along again, perfectly ca\u2019m, and goes to dropping in his\\nfuneral orgies again every now and then, just like he done before. And\\nwhen he done it the third time he says:"", ""chunk_order_number"": 1108, ""author"": ""Mark Twain"", ""book"": ""ADVENTURES OF HUCKLEBERRY FINN"", ""chunk_index"": 0, ""timestamp"": ""2025-06-01T16:38:43Z""}"
"69e13152-bf12-5031-b297-4506facf690d","Intangible","{""name"": ""ca\u2019m"", ""description"": ""Intangible mentioned in the chunk"", ""chapter"": ""CHAPTER XXV."", ""chunk"": ""Then he weaves along again, perfectly ca\u2019m, and goes to dropping in his\\nfuneral orgies again every now and then, just like he done before. And\\nwhen he done it the third time he says:"", ""chunk_order_number"": 1108, ""author"": ""Mark Twain"", ""book"": ""ADVENTURES OF HUCKLEBERRY FINN"", ""chunk_index"": 0, ""timestamp"": ""2025-06-01T16:38:43Z""}"
"919148fc-45b2-5306-ac75-aff340b32e6a","Chunk","{""chunk_order_number"": 1109, ""name"": ""Chunk 1109"", ""description"": ""Text segment from Chapter XXV."", ""chapter"": ""CHAPTER XXV."", ""chunk"": ""\u201cI say orgies, not because it\u2019s the common term, because it\\nain\u2019t\u2014obsequies bein\u2019 the common term\u2014but because orgies is the right\\nterm. Obsequies ain\u2019t used in England no more now\u2014it\u2019s gone out. We say\\norgies now in England. Orgies is better, because it means the thing\\nyou\u2019re after more exact. It\u2019s a word that\u2019s made up out\u2019n the Greek\\n_orgo_, outside, open, abroad; and the Hebrew _jeesum_, to plant, cover\\nup; hence in_ter._ So, you see, funeral orgies is an open er public\\nfuneral.\u201d"", ""author"": ""Mark Twain"", ""book"": ""ADVENTURES OF HUCKLEBERRY FINN"", ""chunk_index"": 0, ""timestamp"": ""2025-06-01T16:38:43Z""}"
"7af9ab29-b7ca-53cc-8ee9-450213b4c285","Intangible","{""name"": ""orgies"", ""description"": ""The concept of funeral orgies"", ""chapter"": ""CHAPTER XXV."", ""chunk"": ""\u201cI say orgies, not because it\u2019s the common term, because it\\nain\u2019t\u2014obsequies bein\u2019 the common term\u2014but because orgies is the right\\nterm. Obsequies ain\u2019t used in England no more now\u2014it\u2019s gone out. We say\\norgies now in England. Orgies is better, because it means the thing\\nyou\u2019re after more exact. It\u2019s a word that\u2019s made up out\u2019n the Greek\\n_orgo_, outside, open, abroad; and the Hebrew _jeesum_, to plant, cover\\nup; hence in_ter._ So, you see, funeral orgies is an open er public\\nfuneral.\u201d"", ""chunk_order_number"": 1109, ""author"": ""Mark Twain"", ""book"": ""ADVENTURES OF HUCKLEBERRY FINN"", ""chunk_index"": 0, ""timestamp"": ""2025-06-01T16:38:43Z""}"
"adb8a049-b486-5406-af98-8c0a261f6e13","Intangible","{""name"": ""obsequies"", ""description"": ""The concept of obsequies"", ""chapter"": ""CHAPTER XXV."", ""chunk"": ""\u201cI say orgies, not because it\u2019s the common term, because it\\nain\u2019t\u2014obsequies bein\u2019 the common term\u2014but because orgies is the right\\nterm. Obsequies ain\u2019t used in England no more now\u2014it\u2019s gone out. We say\\norgies now in England. Orgies is better, because it means the thing\\nyou\u2019re after more exact. It\u2019s a word that\u2019s made up out\u2019n the Greek\\n_orgo_, outside, open, abroad; and the Hebrew _jeesum_, to plant, cover\\nup; hence in_ter._ So, you see, funeral orgies is an open er public\\nfuneral.\u201d"", ""chunk_order_number"": 1109, ""author"": ""Mark Twain"", ""book"": ""ADVENTURES OF HUCKLEBERRY FINN"", ""chunk_index"": 0, ""timestamp"": ""2025-06-01T16:38:43Z""}"
"a0a91e17-5476-54dc-b797-8a0f3d46b1b8","Location","{""name"": ""England"", ""description"": ""A geographical location"", ""chapter"": ""CHAPTER XXV."", ""chunk"": ""\u201cI say orgies, not because it\u2019s the common term, because it\\nain\u2019t\u2014obsequies bein\u2019 the common term\u2014but because orgies is the right\\nterm. Obsequies ain\u2019t used in England no more now\u2014it\u2019s gone out. We say\\norgies now in England. Orgies is better, because it means the thing\\nyou\u2019re after more exact. It\u2019s a word that\u2019s made up out\u2019n the Greek\\n_orgo_, outside, open, abroad; and the Hebrew _jeesum_, to plant, cover\\nup; hence in_ter._ So, you see, funeral orgies is an open er public\\nfuneral.\u201d"", ""chunk_order_number"": 1109, ""author"": ""Mark Twain"", ""book"": ""ADVENTURES OF HUCKLEBERRY FINN"", ""chunk_index"": 0, ""timestamp"": ""2025-06-01T16:38:43Z""}"
"d5953aaa-b3ec-5265-a714-a66adc393038","Intangible","{""name"": ""Greek orgo"", ""description"": ""The Greek root for orgies"", ""chapter"": ""CHAPTER XXV."", ""chunk"": ""\u201cI say orgies, not because it\u2019s the common term, because it\\nain\u2019t\u2014obsequies bein\u2019 the common term\u2014but because orgies is the right\\nterm. Obsequies ain\u2019t used in England no more now\u2014it\u2019s gone out. We say\\norgies now in England. Orgies is better, because it means the thing\\nyou\u2019re after more exact. It\u2019s a word that\u2019s made up out\u2019n the Greek\\n_orgo_, outside, open, abroad; and the Hebrew _jeesum_, to plant, cover\\nup; hence in_ter._ So, you see, funeral orgies is an open er public\\nfuneral.\u201d"", ""chunk_order_number"": 1109, ""author"": ""Mark Twain"", ""book"": ""ADVENTURES OF HUCKLEBERRY FINN"", ""chunk_index"": 0, ""timestamp"": ""2025-06-01T16:38:43Z""}"
"bb4444c0-259d-5524-b808-aa66c4ba197c","Intangible","{""name"": ""Hebrew jeesum"", ""description"": ""The Hebrew root for orgies"", ""chapter"": ""CHAPTER XXV."", ""chunk"": ""\u201cI say orgies, not because it\u2019s the common term, because it\\nain\u2019t\u2014obsequies bein\u2019 the common term\u2014but because orgies is the right\\nterm. Obsequies ain\u2019t used in England no more now\u2014it\u2019s gone out. We say\\norgies now in England. Orgies is better, because it means the thing\\nyou\u2019re after more exact. It\u2019s a word that\u2019s made up out\u2019n the Greek\\n_orgo_, outside, open, abroad; and the Hebrew _jeesum_, to plant, cover\\nup; hence in_ter._ So, you see, funeral orgies is an open er public\\nfuneral.\u201d"", ""chunk_order_number"": 1109, ""author"": ""Mark Twain"", ""book"": ""ADVENTURES OF HUCKLEBERRY FINN"", ""chunk_index"": 0, ""timestamp"": ""2025-06-01T16:38:43Z""}"
"0f3a4b5e-0107-558c-b61e-27d316137061","Chunk","{""chunk_order_number"": 1110, ""name"": ""Chunk 1110"", ""description"": ""Text passage from chapter XXV"", ""chapter"": ""CHAPTER XXV."", ""chunk"": ""He was the _worst_ I ever struck. Well, the iron-jawed man he laughed\\nright in his face. Everybody was shocked. Everybody says, \u201cWhy,\\n_doctor!_\u201d and Abner Shackleford says:"", ""author"": ""Mark Twain"", ""book"": ""ADVENTURES OF HUCKLEBERRY FINN"", ""chunk_index"": 0, ""timestamp"": ""2025-06-01T16:38:44Z""}"
"105dfc16-127b-5868-8600-e3b1391101f8","Actor","{""name"": ""iron-jawed man"", ""description"": ""Character in the text"", ""chapter"": ""CHAPTER XXV."", ""chunk"": ""He was the _worst_ I ever struck. Well, the iron-jawed man he laughed\\nright in his face. Everybody was shocked. Everybody says, \u201cWhy,\\n_doctor!_\u201d and Abner Shackleford says:"", ""chunk_order_number"": 1110, ""author"": ""Mark Twain"", ""book"": ""ADVENTURES OF HUCKLEBERRY FINN"", ""chunk_index"": 0, ""timestamp"": ""2025-06-01T16:38:44Z""}"
"0763b697-5e05-53b1-bc02-2bc758963383","Chunk","{""text"": ""He was the _worst_ I ever struck. Well, the iron-jawed man he laughed right in his face. Everybody was shocked. Everybody says, \u201cWhy, _doctor!_\u201d and Abner Shackleford says:"", ""name"": ""Chunk Text"", ""description"": ""Text content"", ""chapter"": ""CHAPTER XXV."", ""chunk"": ""He was the _worst_ I ever struck. Well, the iron-jawed man he laughed\\nright in his face. Everybody was shocked. Everybody says, \u201cWhy,\\n_doctor!_\u201d and Abner Shackleford says:"", ""chunk_order_number"": 1110, ""author"": ""Mark Twain"", ""book"": ""ADVENTURES OF HUCKLEBERRY FINN"", ""chunk_index"": 0, ""timestamp"": ""2025-06-01T16:38:44Z""}"
"8cfbc176-de38-5429-90bf-d71e3b42ec57","Chunk","{""chunk_order_number"": 1111, ""text"": ""\u201cWhy, Robinson, hain\u2019t you heard the news? This is Harvey Wilks.\u201d"", ""name"": ""Chunk 1111"", ""description"": ""Text passage from Chapter XXV."", ""chapter"": ""CHAPTER XXV."", ""chunk"": ""\u201cWhy, Robinson, hain\u2019t you heard the news? This is Harvey Wilks.\u201d"", ""author"": ""Mark Twain"", ""book"": ""ADVENTURES OF HUCKLEBERRY FINN"", ""chunk_index"": 0, ""timestamp"": ""2025-06-01T16:38:44Z""}"
"28f40304-c9fc-50b3-acfb-862bca9492fd","Actor","{""name"": ""Robinson"", ""description"": ""Character in the text"", ""chapter"": ""CHAPTER XXV."", ""chunk"": ""\u201cWhy, Robinson, hain\u2019t you heard the news? This is Harvey Wilks.\u201d"", ""chunk_order_number"": 1111, ""author"": ""Mark Twain"", ""book"": ""ADVENTURES OF HUCKLEBERRY FINN"", ""chunk_index"": 0, ""timestamp"": ""2025-06-01T16:38:44Z""}"
"6f624b38-ac8f-5bb2-9988-7f513b7fc37d","Actor","{""name"": ""Harvey Wilks"", ""description"": ""Character in the text"", ""chapter"": ""CHAPTER XXV."", ""chunk"": ""\u201cWhy, Robinson, hain\u2019t you heard the news? This is Harvey Wilks.\u201d"", ""chunk_order_number"": 1111, ""author"": ""Mark Twain"", ""book"": ""ADVENTURES OF HUCKLEBERRY FINN"", ""chunk_index"": 0, ""timestamp"": ""2025-06-01T16:38:44Z""}"
"7d1481c4-9352-5b7b-a512-6fb1a68646db","Chunk","{""chunk_order_number"": 1112, ""content"": ""The king he smiled eager, and shoved out his flapper, and says:"", ""name"": ""Chunk_1112"", ""chapter"": ""CHAPTER XXV."", ""chunk"": ""The king he smiled eager, and shoved out his flapper, and says:"", ""author"": ""Mark Twain"", ""book"": ""ADVENTURES OF HUCKLEBERRY FINN"", ""chunk_index"": 0, ""timestamp"": ""2025-06-01T16:38:44Z""}"
"255a7ca0-b656-54d4-9a62-c696db2551e0","Chunk","{""chunk_order_number"": 1113, ""text"": ""\u201c_Is_ it my poor brother\u2019s dear good friend and physician? I\u2014\u201d"", ""name"": ""Chunk 1113"", ""chapter"": ""CHAPTER XXV."", ""chunk"": ""\u201c_Is_ it my poor brother\u2019s dear good friend and physician? I\u2014\u201d"", ""author"": ""Mark Twain"", ""book"": ""ADVENTURES OF HUCKLEBERRY FINN"", ""chunk_index"": 0, ""timestamp"": ""2025-06-01T16:38:44Z""}"
"1d903548-5a2c-504e-99e8-d7f06fe4eed5","Actor","{""name"": ""Physician"", ""chapter"": ""CHAPTER XXV."", ""chunk"": ""\u201c_Is_ it my poor brother\u2019s dear good friend and physician? I\u2014\u201d"", ""chunk_order_number"": 1113, ""author"": ""Mark Twain"", ""book"": ""ADVENTURES OF HUCKLEBERRY FINN"", ""chunk_index"": 0, ""timestamp"": ""2025-06-01T16:38:44Z""}"
"e55eb6e3-3a91-5c6f-af0b-444ad7f19382","Chunk","{""chunk_order_number"": 1114, ""text"": ""\\\""Keep your hands off of me!\\\"" says the doctor. \\\""You talk like an Englishman, don\u2019t you? It\u2019s the worst imitation I ever heard. You Peter Wilks\u2019s brother! You\u2019re a fraud, that\u2019s what you are!\\\"""", ""name"": ""Chunk 1114"", ""description"": ""Text passage from chapter"", ""chapter"": ""CHAPTER XXV."", ""chunk"": ""\u201cKeep your hands off of me!\u201d says the doctor. \u201c_You_ talk like an\\nEnglishman, _don\u2019t_ you? It\u2019s the worst imitation I ever heard. _You_\\nPeter Wilks\u2019s brother! You\u2019re a fraud, that\u2019s what you are!\u201d"", ""author"": ""Mark Twain"", ""book"": ""ADVENTURES OF HUCKLEBERRY FINN"", ""chunk_index"": 0, ""timestamp"": ""2025-06-01T16:38:44Z""}"
"618fe1b2-0207-5b7d-8d35-db1e1a3cef63","Intangible","{""name"": ""fraud"", ""description"": ""Concept of deception"", ""chapter"": ""CHAPTER XXV."", ""chunk"": ""\u201cKeep your hands off of me!\u201d says the doctor. \u201c_You_ talk like an\\nEnglishman, _don\u2019t_ you? It\u2019s the worst imitation I ever heard. _You_\\nPeter Wilks\u2019s brother! You\u2019re a fraud, that\u2019s what you are!\u201d"", ""chunk_order_number"": 1114, ""author"": ""Mark Twain"", ""book"": ""ADVENTURES OF HUCKLEBERRY FINN"", ""chunk_index"": 0, ""timestamp"": ""2025-06-01T16:38:44Z""}"
"af077624-cbc9-516d-88d5-310e9d1fa599","Chunk","{""chunk_order_number"": 1115, ""name"": ""Chunk_1115"", ""description"": ""Text segment from the chapter"", ""chapter"": ""CHAPTER XXV."", ""chunk"": ""Well, how they all took on! They crowded around the doctor and tried to\\nquiet him down, and tried to explain to him and tell him how Harvey \u2019d\\nshowed in forty ways that he _was_ Harvey, and knowed everybody by\\nname, and the names of the very dogs, and begged and _begged_ him not\\nto hurt Harvey\u2019s feelings and the poor girl\u2019s feelings, and all that.\\nBut it warn\u2019t no use; he stormed right along, and said any man that\\npretended to be an Englishman and couldn\u2019t imitate the lingo no better\\nthan what he did was a fraud and a liar. The poor girls was hanging to\\nthe king and crying; and all of a sudden the doctor ups and turns on\\n_them_. He says:"", ""author"": ""Mark Twain"", ""book"": ""ADVENTURES OF HUCKLEBERRY FINN"", ""chunk_index"": 0, ""timestamp"": ""2024-11-15T14:20:00Z""}"
"471f4326-f873-56d1-a168-b3a625556665","Intangible","{""name"": ""feelings"", ""description"": ""An abstract concept"", ""chapter"": ""CHAPTER XXV."", ""chunk"": ""Well, how they all took on! They crowded around the doctor and tried to\\nquiet him down, and tried to explain to him and tell him how Harvey \u2019d\\nshowed in forty ways that he _was_ Harvey, and knowed everybody by\\nname, and the names of the very dogs, and begged and _begged_ him not\\nto hurt Harvey\u2019s feelings and the poor girl\u2019s feelings, and all that.\\nBut it warn\u2019t no use; he stormed right along, and said any man that\\npretended to be an Englishman and couldn\u2019t imitate the lingo no better\\nthan what he did was a fraud and a liar. The poor girls was hanging to\\nthe king and crying; and all of a sudden the doctor ups and turns on\\n_them_. He says:"", ""chunk_order_number"": 1115, ""author"": ""Mark Twain"", ""book"": ""ADVENTURES OF HUCKLEBERRY FINN"", ""chunk_index"": 0, ""timestamp"": ""2024-11-15T14:20:00Z""}"
"860768bd-8bb4-5f77-8622-41c8d42cf48b","Intangible","{""name"": ""lying"", ""description"": ""An abstract concept"", ""chapter"": ""CHAPTER XXV."", ""chunk"": ""Well, how they all took on! They crowded around the doctor and tried to\\nquiet him down, and tried to explain to him and tell him how Harvey \u2019d\\nshowed in forty ways that he _was_ Harvey, and knowed everybody by\\nname, and the names of the very dogs, and begged and _begged_ him not\\nto hurt Harvey\u2019s feelings and the poor girl\u2019s feelings, and all that.\\nBut it warn\u2019t no use; he stormed right along, and said any man that\\npretended to be an Englishman and couldn\u2019t imitate the lingo no better\\nthan what he did was a fraud and a liar. The poor girls was hanging to\\nthe king and crying; and all of a sudden the doctor ups and turns on\\n_them_. He says:"", ""chunk_order_number"": 1115, ""author"": ""Mark Twain"", ""book"": ""ADVENTURES OF HUCKLEBERRY FINN"", ""chunk_index"": 0, ""timestamp"": ""2024-11-15T14:20:00Z""}"
"d8eff670-2587-5cc6-8559-43737c7519d2","Chunk","{""chunk_order_number"": 1116, ""name"": ""Chunk 1116"", ""description"": ""Text passage from Chapter XXV"", ""chapter"": ""CHAPTER XXV."", ""chunk"": ""\u201cI was your father\u2019s friend, and I\u2019m your friend; and I warn you _as_ a\\nfriend, and an honest one that wants to protect you and keep you out of\\nharm and trouble, to turn your backs on that scoundrel and have nothing\\nto do with him, the ignorant tramp, with his idiotic Greek and Hebrew,\\nas he calls it. He is the thinnest kind of an impostor\u2014has come here\\nwith a lot of empty names and facts which he picked up somewheres, and\\nyou take them for _proofs_, and are helped to fool yourselves by these\\nfoolish friends here, who ought to know better. Mary Jane Wilks, you\\nknow me for your friend, and for your unselfish friend, too. Now listen\\nto me; turn this pitiful rascal out\u2014I _beg_ you to do it. Will you?\u201d"", ""author"": ""Mark Twain"", ""book"": ""ADVENTURES OF HUCKLEBERRY FINN"", ""chunk_index"": 0, ""timestamp"": ""2024-07-26T15:00:00Z""}"
"9fa1aea8-247e-5387-9617-3fba976dcc41","Actor","{""name"": ""Scoundrel"", ""description"": ""Character in the passage"", ""chapter"": ""CHAPTER XXV."", ""chunk"": ""\u201cI was your father\u2019s friend, and I\u2019m your friend; and I warn you _as_ a\\nfriend, and an honest one that wants to protect you and keep you out of\\nharm and trouble, to turn your backs on that scoundrel and have nothing\\nto do with him, the ignorant tramp, with his idiotic Greek and Hebrew,\\nas he calls it. He is the thinnest kind of an impostor\u2014has come here\\nwith a lot of empty names and facts which he picked up somewheres, and\\nyou take them for _proofs_, and are helped to fool yourselves by these\\nfoolish friends here, who ought to know better. Mary Jane Wilks, you\\nknow me for your friend, and for your unselfish friend, too. Now listen\\nto me; turn this pitiful rascal out\u2014I _beg_ you to do it. Will you?\u201d"", ""chunk_order_number"": 1116, ""author"": ""Mark Twain"", ""book"": ""ADVENTURES OF HUCKLEBERRY FINN"", ""chunk_index"": 0, ""timestamp"": ""2024-07-26T15:00:00Z""}"
"627ef377-c635-5695-a2a2-4f9d97cb7065","Actor","{""name"": ""Mary Jane Wilks"", ""description"": ""Character in the passage"", ""chapter"": ""CHAPTER XXV."", ""chunk"": ""\u201cI was your father\u2019s friend, and I\u2019m your friend; and I warn you _as_ a\\nfriend, and an honest one that wants to protect you and keep you out of\\nharm and trouble, to turn your backs on that scoundrel and have nothing\\nto do with him, the ignorant tramp, with his idiotic Greek and Hebrew,\\nas he calls it. He is the thinnest kind of an impostor\u2014has come here\\nwith a lot of empty names and facts which he picked up somewheres, and\\nyou take them for _proofs_, and are helped to fool yourselves by these\\nfoolish friends here, who ought to know better. Mary Jane Wilks, you\\nknow me for your friend, and for your unselfish friend, too. Now listen\\nto me; turn this pitiful rascal out\u2014I _beg_ you to do it. Will you?\u201d"", ""chunk_order_number"": 1116, ""author"": ""Mark Twain"", ""book"": ""ADVENTURES OF HUCKLEBERRY FINN"", ""chunk_index"": 0, ""timestamp"": ""2024-07-26T15:00:00Z""}"
"9c1b3563-5e16-5116-b7ac-8a660c2b479a","Object","{""name"": ""Greek and Hebrew"", ""description"": ""Mentioned as something the scoundrel uses"", ""chapter"": ""CHAPTER XXV."", ""chunk"": ""\u201cI was your father\u2019s friend, and I\u2019m your friend; and I warn you _as_ a\\nfriend, and an honest one that wants to protect you and keep you out of\\nharm and trouble, to turn your backs on that scoundrel and have nothing\\nto do with him, the ignorant tramp, with his idiotic Greek and Hebrew,\\nas he calls it. He is the thinnest kind of an impostor\u2014has come here\\nwith a lot of empty names and facts which he picked up somewheres, and\\nyou take them for _proofs_, and are helped to fool yourselves by these\\nfoolish friends here, who ought to know better. Mary Jane Wilks, you\\nknow me for your friend, and for your unselfish friend, too. Now listen\\nto me; turn this pitiful rascal out\u2014I _beg_ you to do it. Will you?\u201d"", ""chunk_order_number"": 1116, ""author"": ""Mark Twain"", ""book"": ""ADVENTURES OF HUCKLEBERRY FINN"", ""chunk_index"": 0, ""timestamp"": ""2024-07-26T15:00:00Z""}"
"3dbd21fe-9759-5e08-a892-ca8df4c32a24","Object","{""name"": ""names and facts"", ""description"": ""empty names and facts"", ""chapter"": ""CHAPTER XXV."", ""chunk"": ""\u201cI was your father\u2019s friend, and I\u2019m your friend; and I warn you _as_ a\\nfriend, and an honest one that wants to protect you and keep you out of\\nharm and trouble, to turn your backs on that scoundrel and have nothing\\nto do with him, the ignorant tramp, with his idiotic Greek and Hebrew,\\nas he calls it. He is the thinnest kind of an impostor\u2014has come here\\nwith a lot of empty names and facts which he picked up somewheres, and\\nyou take them for _proofs_, and are helped to fool yourselves by these\\nfoolish friends here, who ought to know better. Mary Jane Wilks, you\\nknow me for your friend, and for your unselfish friend, too. Now listen\\nto me; turn this pitiful rascal out\u2014I _beg_ you to do it. Will you?\u201d"", ""chunk_order_number"": 1116, ""author"": ""Mark Twain"", ""book"": ""ADVENTURES OF HUCKLEBERRY FINN"", ""chunk_index"": 0, ""timestamp"": ""2024-07-26T15:00:00Z""}"
"3e0d68d7-ef69-5b54-a6ac-570e22e959bc","Chunk","{""chunk_order_number"": 1117, ""name"": ""Chunk 1117"", ""description"": ""Mary Jane straightened herself up, and my, but she was handsome! She says:"", ""chapter"": ""CHAPTER XXV."", ""chunk"": ""Mary Jane straightened herself up, and my, but she was handsome! She\\nsays:"", ""author"": ""Mark Twain"", ""book"": ""ADVENTURES OF HUCKLEBERRY FINN"", ""chunk_index"": 0, ""timestamp"": ""2024-07-26T12:00:00Z""}"
"7432f9a0-eb5b-545f-b6e5-d095b9fbf24e","Object","{""name"": ""bag of money"", ""chapter"": ""CHAPTER XXV."", ""chunk"": ""\u201c_Here_ is my answer.\u201d She hove up the bag of money and put it in the\\nking\u2019s hands, and says, \u201cTake this six thousand dollars, and invest for\\nme and my sisters any way you want to, and don\u2019t give us no receipt for\\nit.\u201d"", ""chunk_order_number"": 1118, ""author"": ""Mark Twain"", ""book"": ""ADVENTURES OF HUCKLEBERRY FINN"", ""chunk_index"": 0}"
"3673656f-98dc-5fa4-84ef-558c81b905dd","Chunk","{""chunk_order_number"": 1119, ""text"": ""Then she put her arm around the king on one side, and Susan and the\\nhare-lip done the same on the other. Everybody clapped their hands and\\nstomped on the floor like a perfect storm, whilst the king held up his\\nhead and smiled proud. The doctor says:"", ""name"": ""Chunk 1119"", ""chapter"": ""CHAPTER XXV."", ""chunk"": ""Then she put her arm around the king on one side, and Susan and the\\nhare-lip done the same on the other. Everybody clapped their hands and\\nstomped on the floor like a perfect storm, whilst the king held up his\\nhead and smiled proud. The doctor says:"", ""author"": ""Mark Twain"", ""book"": ""ADVENTURES OF HUCKLEBERRY FINN"", ""chunk_index"": 0, ""timestamp"": ""2024-10-27T13:20:14Z""}"
